,Job Title,Company,Location,Experience,Salary,Link
1311,Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-051225931669
1312,Senior Analyst - FP& A,Alstom,Bengaluru,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-senior-analyst-fp-a-alstom-transport-india-ltd-bengaluru-5-to-8-years-051225916701
1313,Analyst,Wipro,Gurugram,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-1-to-4-years-051225914011
1314,Data Scientist,Shyftlabs,Noida,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-shyftlabs-noida-2-to-7-years-051225502912
1315,Mis Executive,Sheer Built,Mumbai(Vikhroli West),1-2 Yrs,2-2.5 Lacs PA,https://www.naukri.com/job-listings-mis-executive-sheer-built-mumbai-1-to-2-years-051225028953
1316,Growth Analyst,OYO,Gurugram,3-4 Yrs,8-12 Lacs PA,https://www.naukri.com/job-listings-growth-analyst-oyo-gurugram-3-to-4-years-051225026282
1317,PPSM Analyst,Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ppsm-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-041225931577
1318,MIS Executive L2,Wipro,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-l2-wipro-limited-bengaluru-1-to-3-years-041225931312
1319,Analyst,Wipro,Gurugram,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-2-to-6-years-041225931305
1320,Analyst,Wipro,Gurugram,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-1-to-4-years-041225931292
1321,Data Scientist,Maxxzoom India,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-maxxzoom-india-pvt-ltd-pune-2-to-5-years-041225501185
1322,Data Scientist,Confiz,"Jalandhar, Ludhiana, Patiala, Amritsar",3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-confiz-jalandhar-ludhiana-patiala-amritsar-3-to-7-years-041225500789
1323,Analyst,Center Study Science Technology Policy,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-center-for-study-of-science-technology-and-policy-bengaluru-1-to-3-years-041225500695
1324,Biness Analyst,Motion Education,Kota,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-biness-analyst-motion-education-pvt-ltd-kota-1-to-4-years-041225500364
1325,Analyst,Center Study Science Technology Policy,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-center-for-study-of-science-technology-and-policy-bengaluru-2-to-4-years-041225500324
1326,Mis Executive,Protiviti India,"Mumbai, Mumbai (All Areas)",1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-protiviti-india-mumbai-mumbai-all-areas-1-to-5-years-041225032546
1327,Data Engineer,Fatakpay Digital,"Mumbai, Andheri",2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-fatakpay-digital-pvt-ltd-mumbai-andheri-2-to-4-years-031225932321
1328,Data Engineer,Accenture,Pune,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-3-to-8-years-031225928210
1329,Analyst,Wipro,Gurugram,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-2-to-6-years-031225927372
1330,MIS Executive L3,Wipro,Pune,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-l3-wipro-limited-pune-3-to-5-years-031225927262
1331,MIS Executive L3,Wipro,Gurugram,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-l3-wipro-limited-gurugram-3-to-5-years-031225927236
1332,Analyst,Wipro,Gurugram,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-1-to-3-years-031225927127
1333,Intel and Crisis Analyst,IBM,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-intel-and-crisis-analyst-ibm-india-pvt-limited-bengaluru-5-to-10-years-031225921524
1334,Data Engineer / Data Modeler,Altimetrik,Chennai,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-data-modeler-altimetrik-chennai-8-to-12-years-031225913447
1335,Data Engineer / Data Modeler,Altimetrik,Bengaluru,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-data-modeler-altimetrik-bengaluru-8-to-12-years-031225913446
1336,Data Engineer / Data Modeler,Altimetrik,Jaipur,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-data-modeler-altimetrik-jaipur-8-to-12-years-031225913442
1337,Data Engineer / Data Modeler,Altimetrik,Pune,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-data-modeler-altimetrik-pune-8-to-12-years-031225913440
1338,Data Engineer / Data Modeler,Altimetrik,Gurugram,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-data-modeler-altimetrik-gurugram-8-to-12-years-031225913438
1339,Biness Analyst,RRD Global Outsourcing,Chennai,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-biness-analyst-rrd-go-creative-chennai-0-to-2-years-031225504517
1340,Mis Executive,Globiva,Gurugram(Sohna Road +1),1-6 Yrs,2-4 Lacs PA,https://www.naukri.com/job-listings-mis-executive-globiva-gurugram-1-to-6-years-031225019906
1341,Data Engineer,Paysecure Technologies,Jaipur,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-paysecure-technologies-jaipur-3-to-7-years-031225031081
1342,Asset Recovery Data Analyst,WIPRO GE HEALTHCARE PRIVATE LIMITED,Bengaluru,0-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-asset-recovery-data-analyst-wipro-ge-healthcare-private-limited-bengaluru-0-to-7-years-281125506205
1343,Data Analyst,Philips,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-philips-india-limited-bengaluru-4-to-9-years-281125505311
1344,Data Analyst,Paramount Health Services,Thane,0-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-paramount-health-services-tpa-pvt-ltd-thane-0-to-4-years-281125500926
1345,Data Analyst - Jaipur,Pinnacle Infotech,Jaipur,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-jaipur-pinnacle-infotech-jaipur-4-to-8-years-281125016255
1346,Data Analyst,RICE Adamas Group,"Kolkata, Barasat",8-10 Yrs,5-8 Lacs PA,https://www.naukri.com/job-listings-data-analyst-rice-adamas-group-kolkata-barasat-8-to-10-years-281125013019
1347,Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-271125925414
1348,Adobe Data Analyst,Vonage Business Communication,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-adobe-data-analyst-vonage-bengaluru-3-to-8-years-271125504672
1349,GCMS DATA Interpretation Analyst - Bengaluru - TIC Industry,FalconServices,Bengaluru,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gcms-data-interpretation-analyst-bengaluru-tic-industry-falcon-services-bengaluru-8-to-12-years-271125027484
1350,Data Analyst,Crescent Opto,Surat,1-5 Yrs,1.5-3 Lacs PA,https://www.naukri.com/job-listings-data-analyst-crescent-opto-surat-1-to-5-years-271125025653
1351,Hiring For Data Analyst,Sun Direct,Chennai,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-hiring-for-data-analyst-sun-direct-chennai-5-to-8-years-271125020803
1352,Data Analyst - Python,Mphasis,"Pune, Chennai",6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-python-mphasis-pune-chennai-6-to-10-years-271125014543
1353,Client Data Analyst,JPMorgan Chase Bank,Bengaluru,1-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-client-data-analyst-jp-morgan-chase-bengaluru-1-to-8-years-261125504085
1354,Data Analyst,Neemtree Internet,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-neemtree-internet-pvt-ltd-bengaluru-2-to-5-years-261125502449
1355,Data Analyst (P&C Insurance),Coforge,"Bangalore Rural, Bengaluru",4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-p-c-insurance-coforge-bangalore-rural-bengaluru-4-to-7-years-261125039376
1356,Data Analyst,Bct Consulting,Hybrid - Bengaluru,0-1 Yrs,2.5-2.75 Lacs PA,https://www.naukri.com/job-listings-data-analyst-bct-consulting-bengaluru-0-to-1-years-261125038974
1357,Data Analyst - Governance,Apptad,"Bokaro, Dhanbad, Jamshedpur, Ranchi",0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-governance-apptad-inc-bokaro-dhanbad-jamshedpur-ranchi-0-to-3-years-251125507456
1358,Data Analyst,Vipany Management Consulting,Hybrid - Pune,3-5 Yrs,4.5-9.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-vipany-global-solutions-pune-3-to-5-years-251125033256
1359,Data Analyst,Osfin,"Pune, Bengaluru, Mumbai (All Areas), Mangalore",3-5 Yrs,8-11 Lacs PA,https://www.naukri.com/job-listings-data-analyst-kansal-corporate-solutions-pune-bengaluru-mumbai-all-areas-mangalore-3-to-5-years-241125031735
1360,Data Analyst,Vipany Management Consulting,Hybrid - Pune,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vipany-global-solutions-pune-3-to-6-years-211025005168
1361,Data Analyst,Credgenics,New Delhi,3-5 Yrs,3-4 Lacs PA,https://www.naukri.com/job-listings-data-analyst-credgenics-new-delhi-3-to-5-years-210425005115
1362,Data Analyst/Economist- manufacturing industry,75 years old well established organisation,Bengaluru(Dasanapura +1),5-10 Yrs,8-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-economist-manufacturing-industry-intelli-search-services-bengaluru-5-to-10-years-110725026741
1363,Data analyst TX,PIERIAN,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tx-pierian-services-bengaluru-2-to-5-years-021225505678
1364,Data Analyst,Philips,Bengaluru,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-philips-india-limited-bengaluru-8-to-13-years-021225500196
1365,Government Procurement & Data Analyst,Finex Industries,Nashik,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-government-procurement-data-analyst-finex-industries-nashik-3-to-7-years-021225018647
1366,Data Analyst,Morningstar,Navi Mumbai,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-morningstar-india-p-ltd-navi-mumbai-0-to-2-years-021225017142
1367,"Data Eng, Mgmt & Governance Analyst",Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-011225930496
1368,"Data Eng, Mgmt & Governance Analyst",Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-011225930337
1369,Data Analyst,Fatakpay Digital,"Mumbai, Andheri Mumbai",2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fatakpay-digital-pvt-ltd-mumbai-andheri-mumbai-2-to-4-years-011225911179
1370,Data Analyst,Vipany Management Consulting,Hybrid - Pune,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vipany-global-solutions-pune-3-to-6-years-011225025435
1371,Data Analyst,Integrated Personnel Services,Mumbai (All Areas)(Wadala),0-1 Yrs,1.25-2 Lacs PA,https://www.naukri.com/job-listings-data-analyst-integrated-personnel-services-mumbai-all-areas-0-to-1-years-011225007286
1372,Data Analyst - Python,AkzoNobel,"Gurugram, Mumbai (All Areas)",3-6 Yrs,4-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-python-akzonobel-gurugram-mumbai-all-areas-3-to-6-years-011225004793
1373,WCO SCM Data Analyst,Walkaroo International,Coimbatore,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-wco-scm-data-analyst-walkaroo-international-pvt-ltd-coimbatore-0-to-2-years-271125501384
1374,Data Analyst - PCI,PCI India,New Delhi,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pci-pci-global-india-new-delhi-1-to-6-years-271125500607
1375,Data Analyst,Sutherland Global Services Inc,Chennai,2-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sutherland-global-services-inc-chennai-2-to-8-years-261125503935
1376,Credit Data Analyist,Niwas Housing Finance,"Mumbai Suburban, Mumbai (All Areas)(Andheri)",4-5 Yrs,3-6 Lacs PA,https://www.naukri.com/job-listings-credit-data-analyist-niwas-housing-finance-mumbai-suburban-mumbai-all-areas-4-to-5-years-251125031114
1377,AI/ML Data Analyst(Only Female Candidates),Esentrics It,Visakhapatnam,3-8 Yrs,6-7.2 Lacs PA,https://www.naukri.com/job-listings-ai-ml-data-analyst-only-female-candidates-esentrics-it-visakhapatnam-3-to-8-years-041225000151
1378,Data Analyst,Client of Archangel HR Solutions,Hybrid - Bengaluru,1-3 Yrs,5-7 Lacs PA,https://www.naukri.com/job-listings-data-analyst-archangel-hr-solutions-bengaluru-1-to-3-years-031225021321
1379,Data Analyst,PIERIAN,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pierian-services-bengaluru-2-to-5-years-011225501771
1380,Data Analyst,Chevron India,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-chevron-bengaluru-1-to-3-years-011225501564
1381,Data Analyst (Remote),Crossing Hurdles,Remote,9-14 Yrs,9-19 Lacs PA,https://www.naukri.com/job-listings-data-analyst-remote-crossing-hurdles-gurugram-9-to-14-years-011225010470
1382,Data Engineer/ Analyst(EHS),Ltimindtree,Hybrid - Bengaluru,5-8 Yrs,17-22.5 Lacs PA,https://www.naukri.com/job-listings-data-engineer-analyst-ehs-ltimindtree-bengaluru-5-to-8-years-201125021799
1383,Data Scientist / Data Analyst (R Focus),Geotechnosoft,Patna,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-data-analyst-r-focus-geotechnosoft-patna-0-to-2-years-121125500563
1384,Engineer/Data Analyst,mycitynagpur,Nagpur,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-engineer-data-analyst-mycitynagpur-nagpur-5-to-8-years-311219500397
1385,Data Engineer & Analyst,Siemens Gamesa Renewable Energy,Pune,10-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-siemens-gamesa-pune-10-to-15-years-311025503929
1386,Data Analyst / Data Engineer,MKS Instruments,Bengaluru,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-data-engineer-mks-instruments-bengaluru-5-to-8-years-260425501325
1387,DATA ANALYST/ SCIENTIST,Mid Town Software,Mohali,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-scientist-mid-town-software-mohali-2-to-6-years-190224502046
1388,Forecasting Analyst / Data Scientist,Locus It Services,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-forecasting-analyst-data-scientist-locus-it-services-private-limited-bengaluru-2-to-7-years-171122502641
1389,ETL & DWH Engineer / Data Analyst,Grazitti Interactive,Mohali,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-etl-dwh-engineer-data-analyst-grazitti-interactive-mohali-8-to-13-years-130825501812
1390,Data Analyst / Data Scientist,Nybl,Remote,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-data-scientist-nybl-remote-1-to-4-years-090625505053
1391,ETL & DWH Engineer/Data Analyst,Grazitti Interactive,Mohali,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-etl-dwh-engineer-data-analyst-grazitti-interactive-mohali-8-to-13-years-080725502253
1392,Data Scientist & Analyst,iTDAY INDIA,Bengaluru,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-analyst-itday-india-bengaluru-5-to-7-years-030424502328
1393,MIS Executive - 2-4 Years,Rise Finconnect,Bengaluru(Koramangala),2-4 Yrs,3-4.5 Lacs PA,https://www.naukri.com/job-listings-mis-executive-2-4-years-rise-finconnect-bengaluru-2-to-4-years-290825023427
1394,Data Engineer,Leading Client,Pune,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-ideslabs-private-limited-pune-5-to-10-years-281125934441
1395,Data Scientist-Artificial Intelligence,IBM,Bengaluru,7-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-7-to-10-years-281125923395
1396,Data Scientist,Somnetics Som Imaging Informatics,Kolkata,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-somnetics-som-imaging-informatics-kolkata-6-to-11-years-281125506631
1397,Data Engineer,Barclaycard Payments,Pune,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-barclaycard-payments-pune-3-to-6-years-281125505154
1398,Analyst (US Shift),TEOCO,Remote,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-us-shift-teoco-kolkata-3-to-8-years-281125034926
1399,Analyst,Wipro,"Gurugram, Bengaluru",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-bengaluru-1-to-3-years-271125926589
1400,MIS Executive L3,Wipro,Mumbai,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-l3-wipro-limited-mumbai-3-to-5-years-271125925520
1401,Data Engineer - ETL/PySpark,Forward Eye Technologies,"Mumbai, New Delhi, Bengaluru",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-etl-pyspark-forward-eye-technologies-mumbai-new-delhi-bengaluru-1-to-4-years-271125916133
1402,Data Engineer - SQL/PySpark,Forward Eye Technologies,"Mumbai, New Delhi, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-sql-pyspark-forward-eye-technologies-mumbai-new-delhi-bengaluru-5-to-10-years-271125915138
1403,Data Engineer,Forward Eye Technologies,"Mumbai, New Delhi, Bengaluru",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-forward-eye-technologies-mumbai-new-delhi-bengaluru-1-to-3-years-271125915060
1404,Analyst - Data Scientist,Alexion Pharmaceuticals,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-data-scientist-alexion-bengaluru-4-to-9-years-271125504972
1405,Data Engineer - Python-Pyspark,Diverse Lynx,Bengaluru,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-python-pyspark-diverse-lynx-bengaluru-6-to-11-years-271125504875
1406,HC Tech - Data Engineer,Persolkelly India,"Panipat, Yamunanagar, Faridabad, Sonipat, Gurugram, Hisar",4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-hc-tech-data-engineer-persolkelly-panipat-yamunanagar-faridabad-sonipat-gurugram-hisar-4-to-8-years-271125502566
1407,Databricks Data Engineer,Astellas Pharma,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-databricks-data-engineer-astellas-pharma-bengaluru-2-to-4-years-271125502397
1408,Clinical Data Engineer RDX (DQ),Astellas Pharma,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-clinical-data-engineer-rdx-dq-astellas-pharma-bengaluru-5-to-10-years-271125502222
1409,"Clinical Data Engineer (MDM), R&DX",Astellas Pharma,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-clinical-data-engineer-mdm-r-dx-astellas-pharma-bengaluru-5-to-10-years-271125502221
1410,Data Engineer,Accenture,Chennai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-261125933412
1411,Data Engineer,Accenture,Navi Mumbai,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-261125927514
1412,Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-261125927495
